401,Meeting notes,By Tim Hiller,1619,Automatically create meeting notes in a specified folder.,https://github.com/TimHi/obsidian-meeting-notes
402,Auto Link Title,By Matt Furden,68774,Automatically fetches the titles of links from the web.,https://github.com/zolrath/obsidian-auto-link-title
403,ABC Music Notation,By Til Blechschmidt,7980,Render music sheets directly from code blocks using ABC music notation via abcjs,https://github.com/abcjs-music/obsidian-plugin-abcjs
404,Get Info,By Chetachi,2261,Tuck a menu inside your status bar and show helpful information for your chosen file.,https://github.com/chetachiezikeuzor/Get-Info-Plugin
405,mdx as md,By Nikolay Kozhukharenko,993,Edit mdx files as Markdown in Obsidian.,https://github.com/mkozhukharenko/mdx-as-md-obsidian
406,Cycle through Panes,By Vinadon & phibr0,48606,"Cycle through your open panes with `ctrl + Tab`, just like with tabs in your browser!",https://github.com/phibr0/cycle-through-panes
407,Insert Heading Link,By Signynt,1032,Add a command to create a link to a heading.,https://github.com/Signynt/insert-heading-link
408,Jupyter,By tillahoffmann,18701,Run Python code in Obsidian using Jupyter.,https://github.com/tillahoffmann/obsidian-jupyter
409,PubScale,By piriwata,14,Seamlessly sync markdown notes into PlanetScale tables.,https://github.com/piriwata/pubScale
410,Obsidian asciimath,By widcardw,1405,Add asciimath support for Obsidian.,https://github.com/widcardw/obsidian-asciimath
411,Neo4j Graph View,By Emile van Krieken,4309,Advanced graph visualization and querying using Neo4j.,https://github.com/HEmile/obsidian-neo4j-graph-view
412,Hotkeys for specific files,By Vinzent,9817,Add commands for specific files and open them with a hotkey.,https://github.com/Vinzent03/obsidian-hotkeys-for-specific-files
413,Workspaces Plus,By NothingIsLost,34295,Quickly switch and manage workspaces,https://github.com/nothingislost/obsidian-workspaces-plus
414,Slide Note,By Jinyan Xu,956,Conveniently take notes on PDF course slides :P,https://github.com/Phantom1003/obsidian-slide-note
415,Colored Text,By Erinc Ayaz,1913,Color the selected texts.,https://github.com/erincayaz/obsidian-colored-text
416,WuCai highlights Official,By 希果壳五彩,1411,Sync WuCai highlights into your notes,https://github.com/makediff/obsidian-wucai
417,Tolino notes Importer,By juergenbr,46,Import notes from a Tolino E-Reader.,https://github.com/juergenbr/obsidian-tolino-notes-import
418,Shortcuts extender,By kitchenrunner,11130,Use shortcuts for input special symbols without language switching.,https://github.com/ryjjin/Obsidian-shortcuts-extender
419,Hard Breaks,By Börge Kiss,964,Turn soft line breaks in Markdown into hard line breaks.,https://github.com/bkis/obsidian-hard-breaks
420,Link Nodes in Canvas,By Boninall,2253,Add edges between notes in Canvas based on their links.,https://github.com/Quorafind/Obsidian-Link-Nodes-In-Canvas
421,Metadata Menu,By mdelobelle,44784,For data quality enthusiasts and Dataview users: access and manage the metadata of your notes.,https://github.com/mdelobelle/metadatamenu
422,TagFolder,By vorotamoroz,34101,Show tags as folder.,https://github.com/vrtmrz/obsidian-tagfolder
423,Emoji Shortcodes,By phibr0,45454,"Enable the use of Markdown Emoji shortcodes :smile:, just like in Slack or Discord.",https://github.com/phibr0/obsidian-emoji-shortcodes
424,Advanced Merger,By Anto Keinänen,594,Merge a folder of notes for easier export.,https://github.com/antoKeinanen/obsidian-advanced-merger
425,Page Properties,By Anton Bualkh,515,Add page properties similar to Logseq.,https://github.com/necauqua/obsidian-page-properties
426,Dynamic Embed,By Ivaylo Dimitrov Dabravin,1716,"Embed snippets, templates and any linkable by delegating the current scope to the embedded file, treating it as content instead of a reference.",https://github.com/dabravin/obsidian-dynamic-embed
427,ObsiDOOM,By twibiral,568,"Play DOOM and many other retro games in your Obsidian app. You can also play Prince of Persia, Mortal Combat, GTA, Sim City, and Need for Speed.",https://github.com/twibiral/ObsiDOOM
428,Chat View,By Aditya Majethia,6463,Chat View lets you quickly and easily create elegant Chat UIs in your Markdown Files.,https://github.com/adifyr/obsidian-chat-view
429,Metadata Extractor,By kometenstaub,9776,Metadata export (on a schedule) for integration with third-party apps like launchers or graph analysis software.,https://github.com/kometenstaub/metadata-extractor
430,Thumbnails,By Michael Harris,3551,Insert YouTube thumbnails into your notes,https://github.com/Meikul/obsidian-thumbnails
431,Confluence Integration,By andymac4182,590,Publish markdown content from Obsidian to Atlassian Confluence. It supports some Obsidian markdown extensions for richer content.,https://github.com/markdown-confluence/obsidian-integration
432,Paste image Png to Jpeg,By musug,2929,Screenshot png to jpeg and compress and rename.,https://github.com/musug/obsidian-paste-png-to-jpeg
433,koncham workspace,By mano,1009,Obsidian workspace management.,https://github.com/manogna4/obsidian-koncham-workspace
434,Daily Stats,By Dhruvik Parikh,7516,Track your daily word count.,https://github.com/dhruvik7/obsidian-daily-stats
435,Typing speed,By supercyp,2551,Show the current typing speed in the status bar.,https://github.com/Supercip971/obsidian-typing-speed
436,metatemplates,By avirut,2487,Generate notes from templates using YAML frontmatter.,https://github.com/avirut/obsidian-metatemplates
437,Global Hotkeys,By Marc Jessome,3241,Configurable system-wide hotkeys for running commands in Obsidian's desktop app.,https://github.com/mjessome/obsidian-global-hotkeys
438,Convert url to preview (iframe),By FHachez,42482,Convert a URL (e.g. YouTube) into an iframe (preview).,https://github.com/FHachez/obsidian-convert-url-to-iframe
439,Local images,"By catalysm, aleksey-rezvov",18799,"Local Images plugin finds all links to external images in your notes, then downloads and saves images locally, and finally adjusts the image links in your notes to point to the saved image files.",https://github.com/aleksey-rezvov/obsidian-local-images
440,Pandoc,By Oliver Balfour,139144,"Pandoc export plugin for Obsidian. It provides commands to export to formats like DOCX, ePub and PDF.",https://github.com/OliverBalfour/obsidian-pandoc
441,Brainframe,By pedersen,405,Tools to make Obsidian more into our second brains.,https://github.com/pedersen/obsidian-brainframe
442,Status Bar Quote,By Jinu,432,Show your favorite quote in Obsidian status bar.,https://github.com/yesjinu/StatusBarQuote
443,Wikilinks to MDLinks,By Agatha Uy,9240,Convert wikilinks to Markdown links and vice versa.,https://github.com/agathauy/wikilinks-to-mdlinks-obsidian
444,Omnisearch,By Simon Cambier,142737,"Intelligent search for your notes, PDFs, and OCR for images.",https://github.com/scambier/obsidian-omnisearch
445,MSG Handler,By Ozan Tellioglu,771,Easily display and search MSG files from Outlook in your Obsidian vault.,https://github.com/ozntel/obsidian-msg-handler
446,Consistent attachments and links,By Dmitry Savosh,9474,Move note attachments and update links automatically.,https://github.com/dy-sh/obsidian-consistent-attachments-and-links
447,Code Preview,By Hank,736,Code block preview by file path.,https://github.com/zjhcn/obsidian-code-preview
448,Influx,By Jens M Gleditsch,9728,A bullet journaling plugin that aggregates a terse stream of backlinked clippings in the footer of notes.,https://github.com/jensmtg/influx
449,Activity History,By darakah,11804,"Track activity of specified projects, Github like activity board.",https://github.com/Darakah/obsidian-activity-history
450,Raindrop Highlights,By kaiiiz,5677,Sync your Raindrop.io highlights.,https://github.com/kaiiiz/obsidian-raindrop-highlights-plugin
451,Mousewheel Image zoom,By Nico Jeske,23978,Enables you to increase/decrease the size of an image by scrolling.,https://github.com/nicojeske/mousewheel-image-zoom
452,Open files with commands,By Lost Paul,623,Create commands that only open one file at the time and that can be used with the commander plugin.,https://github.com/LostPaul/ob-open-files-with-commands
453,Colorful Tag,By RieN7,9901,You can easily add prefix or suffix to a tag and change the tag’s background or text color.,https://github.com/rien7/obsidian-colorful-tag
454,WakaTime,By WakaTime,1683,Automatic time tracking and metrics generated from your Obsidian usage activity.,https://github.com/wakatime/obsidian-wakatime
455,Note Auto Creator,By Simon T. Clement,4411,Automatically create notes when links are created to them.,https://github.com/SimonTC/obsidian-note-autocreation
456,LanguageTool Integration,By Clemens Ertle,98454,advanced spell/grammar checks with the help of language-tool.,https://github.com/Clemens-E/obsidian-languagetool-plugin
457,Obsidian42 - WordNet Dictionary,By TfTHacker,7623,"Brings WordNet, a large lexical database of English developed by Princeton University to Obsidian.",https://github.com/TfTHacker/Obsidian-WordNet
458,PodNotes,By Christian B. B. Houmann,14802,Write notes on podcasts with ease.,https://github.com/chhoumann/PodNotes
459,Supercharged Links,By mdelobelle,54852,Adds attributes to internal links with the values of target note's frontmatter attributes.,https://github.com/mdelobelle/obsidian_supercharged_links
460,Media Extended BiliBili Plugin,By AidenLx,24252,Add advanced bilibili videos support for Media Extended plugin.,https://github.com/aidenlx/mx-bili-plugin
461,Daily Notes Editor,By boninall,2822,"Edit daily notes in one page (inline), which works similar to Roam Research's default daily note view.",https://github.com/Quorafind/Obsidian-Daily-Notes-Editor
462,Initiative Tracker,By Jeremy Valentine,28160,TTRPG Initiative Tracker for Obsidian.,https://github.com/javalent/initiative-tracker
463,Vim Input Method Switch,By yuanotes,2051,Switch input method with fcitx-remote when Vim keymap is enabled.,https://github.com/yuanotes/obsidian-vim-im-switch-plugin
464,Markdown to Jira Converter,By muckmuck,1267,Convert notes or selections to Jira markup and vice versa.,https://github.com/muckmuck96/obsidian-md-to-jira
465,Fantasy Content Generator,By Gregory-Jagermeister,1984,A Fantasy Content Generator for Obsidian for All Your TTRPG / World Building Needs.,https://github.com/Gregory-Jagermeister/Fantasy-Content-Generator
466,Simple Dice Roller,By yeeshue99,759,A plug and play solution that allows you to average and simulate dice formulas.,https://github.com/yeeshue99/SimpleDiceRoller
467,Ninja Cursor,By vorotamoroz,3302,The plugin which enhance cursor visiblity.,https://github.com/vrtmrz/ninja-cursor
468,Simple Embeds,By Sam Warnick,37817,Replace Twitter and YouTube links with embeds when previewing a file.,https://github.com/samwarnick/obsidian-simple-embeds
469,Living Graph,By Garrett,2873,A for-fun graph plugin.,https://github.com/geoffreysflaminglasersword/obsidian-living-graph
470,ObsidianTweaks,By Jeppe Klitgaard,1550,Adds some convenient tweaks including improved toggling and ergonomic commands,https://github.com/JeppeKlitgaard/ObsidianTweaks
471,Pomodoro,By Tokuhiro Matsuno,5770,Simple pomodoro plugin for Obsidian.,https://github.com/tokuhirom/obsidian-pomodoro-plugin
472,File Order,By lukasbach,2674,"Use number-prefixes in your file names to define a custom order, and drag-and-drop the files to update that order.",https://github.com/lukasbach/obsidian-file-order
473,Code Editor Shortcuts,By Tim Hor,17562,Add keyboard shortcuts (hotkeys) commonly found in code editors such as Visual Studio Code (VS Code) or Sublime Text.,https://github.com/timhor/obsidian-editor-shortcuts
474,Unique attachments,By Dmitry Savosh,4609,"Rename attachments, making their names unique (based on hashing of file content).",https://github.com/dy-sh/obsidian-unique-attachments
475,Plugin Manager,By ohm-en,424,Extends plugin management of Obsidian.,https://github.com/ohm-en/obsidian-plugin-manager
476,Carry-Forward,By Jacob Levernier,5133,"Copy text from a note, linking back to its copied source, or copy a link to a note block.",https://github.com/jglev/obsidian-carry-forward
477,Table of Contents,By hipstersmoothie,53136,Create a table of contents for a note.,https://github.com/hipstersmoothie/obsidian-plugin-toc
478,Execute Code,By twibiral,25520,Execute code snippets within a note.,https://github.com/twibiral/obsidian-execute-code
479,Key Sequence Shortcut,By anselmwang,1007,"Execute Obsidian commands with short key sequences. For example, 'tp' for 'Toggle Preview' and 'tb' for 'Toggle Sidebar'. Easier to remember.",https://github.com/anselmwang/obsidian-key-sequence-shortcut
480,Console Markdown Plugin,By Daniel Ellermann,439,Renders console commands and their output.,https://github.com/dellermann/obsidian-console
481,Audio Notes,By Jason Maldonis,6876,"Create notes for podcasts and audio files, and automatically generate transcripts while listening so you can quickly take notes on the best parts of the podcast.",https://github.com/jjmaldonis/obsidian-audio-notes
482,Vim Toggle,By Conner Ohnesorge,539,(It toggles vim on/off) Allows for the the toggling and customization of said toggling within settings.,https://github.com/conneroisu/vim-toggle
483,Random Structural Diary,By Timur Sidoriuk,2263,Pick random questions from a prepared question list. It allows you answer on different questions each time.,https://github.com/ShockThunder/RandomStructuralDiary
484,Markbase for Obsidian,By Markbase,1440,Official Markbase plugin to share your Obsidian notes online in your own digital garden.,https://github.com/markbase-obsidian/obsidian-markbase
485,Last Modified Timestamp in Status Bar,By Yustynn,576,Dynamic display of file modification timestamp in the status bar.,https://github.com/Yustynn/obsidian-last-modified-timestamp-in-status-bar
486,Natural Language Dates,By Argentina Ortega Sainz,193552,Create date-links based on natural language.,https://github.com/argenos/nldates-obsidian
487,Ledger,By Tony Grosinger,8258,Plain text accounting.,https://github.com/tgrosinger/ledger-obsidian
488,Douban,By Wanxp,3838,Import movies/books/musics/notes/games info data from Douban for Obsidian.,https://github.com/Wanxp/obsidian-douban
489,Buttons,By Sam Morrison,98644,"Create Buttons in your Obsidian notes to run commands, open links, and insert templates.",https://github.com/shabegom/buttons
490,Format code blocks of various languages,By iVariable,1896,Introduces commands to format code (internally uses prettier).,https://github.com/iVariable/Obsidian-Format-Code
491,File Explorer Note Count,By Ozan Tellioglu,34097,The plugin helps you to see the number of notes under each folder within the file explorer.,https://github.com/ozntel/file-explorer-note-count
492,Smart Typography,By mgmeyers,35218,"Converts quotes to curly quotes, dashes to em dashes, and periods to ellipses.",https://github.com/mgmeyers/obsidian-smart-typography
493,Kindle Export,By Simeon Stanek,2744,"Export your notes to your Kindle, including embedded notes and images.",https://github.com/SimeonLukas/obsidian-kindle-export
494,Awesome Brain Manager,By Juck,862,A toolkit tries to solve all the trivial problems most people usually encountered in Obsidian.,https://github.com/JuckZ/awesome-brain-manager
495,Open with,By phibr0,2924,Add multiple other programs to open notes with.,https://github.com/phibr0/obsidian-open-with
496,Rewarder,By Gustav Gnosspelius,1448,"Gives you rewards for completing tasks/todos, highly configurable.",https://github.com/Gnopps/obsidian-rewarder
497,Waypoint,By Idrees Hassan,16406,Easily generate dynamic MOCs in your folder notes. Enables folders to show up in the graph view and removes the need for messy tags!,https://github.com/IdreesInc/Waypoint
498,Local File Interface,By qawatake,1238,Provides commands for moving files in and out of the vault,https://github.com/qawatake/obsidian-local-file-interface-plugin
499,Map of Content,By Robin Haupt,19644,Automatically generate a Map of Content for your vault.,https://github.com/Robin-Haupt-1/Obsidian-Map-of-Content
500,Custom File Extensions and Types,By MeepTech,693,Allows simple and modular control over what views open what file extensions from the app settings.,https://github.com/MeepTech/obsidian-custom-file-extensions-plugin
501,React Components,By Elias Sundqvist,7111,Write and use React (Jsx) components in your notes.,https://github.com/elias-sundqvist/obsidian-react-components
502,Translator,By Haifeng Lu,3449,Translate selected text.,https://github.com/luhaifeng666/obsidian-translator
503,Embed Code File,By Abdullah Almariah,1264,Embed code file from vault using code blocks.,https://github.com/almariah/embed-code-file
504,Awesome Flashcard,By AwesomeDog,871,Handy Anki integration for Obsidian.,https://github.com/AwesomeDog/obsidian-awesome-flashcard
505,Things Link,By @gavmn,2371,Seamlessly link an Obsidian Note to a Things Project.,https://github.com/gavinmn/obsidian-things-link
506,MAKE.md,By MAKE.md,78376,Make.md brings you features that supercharges Obsidian. Sort your files in custom order and add file icons using Spaces. Edit inline embeds with Flow Editor. And style your text and add new Markdown blocks without writing Markdown using Maker Mode.,https://github.com/Make-md/makemd
507,Metatable,By Arnau Siches,30771,Display the whole frontmatter section as a collapsible table.,https://github.com/arnau/obsidian-metatable
508,Sync Graph Settings,By Xallt,1100,Sync global graph settings (like color groups) to local graphs.,https://github.com/Xallt/sync-graph-settings
509,Vault Changelog,By Badr Bouslikhin,3946,Maintain a changelog of recently edited files in your vault.,https://github.com/badrbouslikhin/obsidian-vault-changelog
510,Quickly,By Sparsh Yadav,156,Quickly navigate and create notes through OS shortcut keys.,https://github.com/tmfelwu/obsidian-inbox
511,Copy document as HTML,By mvdkwast,4765,"Copy the current document to clipboard as HTML, including images.",https://github.com/mvdkwast/obsidian-copy-as-html
512,Image Captions,By Alan Grainger,3004,Adds captions to images when there is alt-text specified.,https://github.com/alangrainger/obsidian-image-captions
513,Mermaid Tools,By dartungar,15563,Improved Mermaid.js experience for Obsidian: visual toolbar with common elements & more.,https://github.com/dartungar/obsidian-mermaid
514,Open Gate,By DuocNV,4826,"Embed any website to Obsidian, from now all, you have anything you need in one place.",https://github.com/nguyenvanduocit/obsidian-open-gate
515,Open In Other Editor,By Yekingyan,1141,Open current active file in gVim or VS Code.,https://github.com/yekingyan/obsidian-open-in-other-editor
516,Heading Shifter,By kasahala,4654,Easily Shift and Change Markdown headings.,https://github.com/k4a-l/obsidian-heading-shifter
517,Hyphenation,By 7596ff,648,Enables justified text and hyphenation,https://github.com/7596ff/obsidian-hyphenation
518,Obsidian to Flomo,By Xiaoyu Li,520,Quickly share content to Flomo.,https://github.com/metal-young/obsidian-to-flomo
519,Frontmatter Alias Display,By muhammadv-i,364,Show frontmatter aliases as display names in the File Explorer.,https://github.com/muhammadv-i/obsidian-frontmatter-alias-display
520,File Hider,By Oliver Akins,6572,Allows you to hide files and folders from the Obsidian file explorer if you don't want to see them anymore.,https://github.com/Oliver-Akins/file-hider
521,Linkify,By Matthew Chan,1268,Converts matching text into links.,https://github.com/matthewhchan/linkify
522,Incremental Writing,By Jamesb | Experimental Learning,5799,Incrementally review notes and blocks over time.,https://github.com/bjsi/incremental-writing
523,Quote of the Day,By Florin Bobis,3105,Inserts random quotes in the editor.,https://github.com/twentytwokhz/quote-of-the-day
524,Prompt,By Hung-Su Nguyen,1216,"Show inspirational prompts, from a prompt file in your vault.",https://github.com/hungsu/obsidian-prompt
525,Agile Task Notes,By BoxThatBeat,2073,Import your tasks from your TFS (Azure or Jira) to take notes on them and make todo-lists!,https://github.com/BoxThatBeat/obsidian-agile-task-notes
526,Obsidian Markdown export,By bingryan,3145,Markdown export for Obsidian.,https://github.com/bingryan/obsidian-markdown-export-plugin
527,Multi-line Formatting,By nmady,2221,"Apply formatting to selected text, dealing with the paragraph breaks.",https://github.com/nmady/obsidian-multi-line-formatting
528,Smort,By Smort,494,"Add Smort.io articles to Obsidian. Smort.io lets you easily edit, annotate and share articles.",https://github.com/SmortApp/obsidian-smort
529,Obsidian Attendance,By Tiim,414,Helps you take attendance directly inside of your notes.,https://github.com/Tiim/obsidian-attendance
530,Image Uploader,By Creling,2001,Upload the image in your clipboard to any image hosting automatically when pasting.,https://github.com/Creling/obsidian-image-uploader
531,Media DB Plugin,By Moritz Jung,6763,"Query multiple APIs for movies, series, anime, games, music releases and wiki articles, and import them into your vault.",https://github.com/mProjectsCode/obsidian-media-db-plugin
532,Function Plot,By leonhma,3814,Render mathematical functions in a Markdown codeblock.,https://github.com/leonhma/obsidian-functionplot
533,Code Block,By Patrik Lindefors,2378,Convert text into code blocks with automatic language detection.,https://github.com/paddan/code-block-plugin
534,Email Block,By joleaf,614,Renders an email code block.,https://github.com/joleaf/obsidian-email-block-plugin
535,Snippetor,By ebullient,3191,Create and tweak common snippets,https://github.com/ebullient/obsidian-snippetor
536,MetaEdit,By Christian B. B. Houmann,48229,MetaEdit helps you manage your metadata.,https://github.com/chhoumann/MetaEdit
537,Text Format,By Benature,38710,Format selected text upper/lower/capitalize.,https://github.com/Benature/obsidian-text-format
538,Tag Wrangler,By PJ Eby,273230,"Rename, merge, toggle, and search tags from the tag pane.",https://github.com/pjeby/tag-wrangler
539,Static File Server,By Elias Sundqvist,931,Host Obsidian subfolders as static file servers.,https://github.com/elias-sundqvist/obsidian-static-file-server
540,FuzzyTag,By Adrian,965,Fuzzy match autocomplete tags in frontmatter.,https://github.com/adriandersen/obsidian-fuzzytag
541,Github Publisher,By Mara-Li,5444,"Github Publisher helps you to publish your notes on a preconfigured GitHub repository, for free, and more!",https://github.com/ObsidianPublisher/obsidian-github-publisher
542,Pinboard Sync,By Mathew Spolin,539,Syncs Pinboard.in links with Daily Notes,https://github.com/Automatt/obsidian-pinboard-sync
543,Siteswap,By Tim Dresser,261,Visualize Juggling Pattern Siteswap via the JugglingLab gif server.,https://github.com/tdresser/obsidian-siteswap
544,Folder notes,By Lost Paul,2602,"Create notes within folders that can be accessed without collapsing the folder, similar to the functionality offered in Notion.",https://github.com/LostPaul/obsidian-folder-notes
545,Recent Files,By Tony Grosinger,177214,Display a list of recently opened files.,https://github.com/tgrosinger/recent-files-obsidian
546,Plugin Update Tracker,By Steven Swartz,27567,Know when installed plugins have updates and evaluate the risk of upgrading.,https://github.com/swar8080/obsidian-plugin-update-tracker
547,Obsidian Cloudinary Uploader,By Jordan Handy,733,Upload pasted images from your clipboard to Cloudinary.,https://github.com/jordanhandy/obsidian-cloudinary-uploader
548,No Tabs,By Tobias Schuster,259,Replaces the previous tab when creating a new note.,https://github.com/TS-Tobias/obsidian-no-tabs
549,Editor Syntax Highlight,By death_au,213500,Show syntax highlighing in code blocks the editor.,https://github.com/deathau/cm-editor-syntax-highlight-obsidian
550,Chorded Hotkeys,By Trey Connor Meyers,427,"Type multiple letters at the same time to trigger text insertion, template insertion, or command execution.",https://github.com/ConnorMeyers/obsidian-chorded-hotkeys
551,Linter,By Victor Tao,154363,"Formats and styles your notes. It can be used to format YAML tags, aliases, arrays, and metadata; footnotes; headings; spacing; math blocks; regular Markdown contents like list, italics, and bold styles; and more with the use of custom rule options as well.",https://github.com/platers/obsidian-linter
552,Card View Switcher,By qawatake,2156,Quick switcher with card view.,https://github.com/qawatake/obsidian-card-view-switcher-plugin
553,Link Embed,By SErAphLi,8278,Convert URLs in your notes into embeded previews.,https://github.com/Seraphli/obsidian-link-embed
554,Obsidian Math+,By Oscar Capraro,10409,Take math notes using Excalidraw.,https://github.com/ocapraro/obsidian-math-plus
555,Dynamic Background,By Samuel Song,2735,Adding dynamic background effects to the Obsidian editor.,https://github.com/samuelsong70/obsidian-dynamic-background
556,Numerals,By RyanC,5914,"Numerals turns any code block into an advanced calculator. Evaluates math expressions on each line of a code block, including units, currency, and optional TeX rendering.",https://github.com/gtg922r/obsidian-numerals
557,Divide & Conquer,By pseudometa,2562,Commands for bulk enabling/disabling of plugins. Useful for debugging when you have many plugins.,https://github.com/chrisgrieser/obsidian-divide-and-conquer
558,SamePage,By SamePage,1580,Official Obsidian client into the intra tool-for-thought protocol.,https://github.com/samepage-network/obsidian-samepage
559,Interlinear Glossing,By Mijyuoon,51,Format interlinear glosses used in linguistics texts.,https://github.com/Mijyuoon/obsidian-ling-gloss
560,Code block from selection,By Dmitry Savosh,5107,Adds code block for the selected text.,https://github.com/dy-sh/obsidian-code-block-from-selection
561,Image Gallery,By Luca Orio,4608,A zero setup masonry image gallery for Obsidian,https://github.com/lucaorio/obsidian-image-gallery
562,Shortcut Launcher,By MacStories,3928,Trigger shortcuts in Apple's Shortcuts app from Obsidian with custom commands.,https://github.com/macstories/obsidian-shortcut-launcher
563,Bulk open selected links,By Steven Jin,102,Easily open all selected links in edit mode.,https://github.com/autohub7/obsidian-open-selected-links
564,Obsidian42 - Strange New Worlds,By TfTHacker,21966,Revealing networked thought and the strange new worlds created by your vault.,https://github.com/TfTHacker/obsidian42-strange-new-worlds
565,Creases,By Liam Cain,9593,Tools for effectively folding Markdown sections in Obsidian.,https://github.com/liamcain/obsidian-creases
566,braincache,By XSPGMike,909,Create braincache flashcards from Obsidian.,https://github.com/XSPGMike/braincache_obsidian
567,Obsidian Badge,By Jun Lin,1154,Show badge for Obsidian.,https://github.com/linjunpop/obsidian-badge
568,ActivityWatch,By Grimmauld,404,Bridges compatibility between ActivityWatch and Obsidian to allow detailed tracking of time spent in Obsidian.,https://github.com/LordGrimmauld/aw-watcher-obsidian
569,Apple Books Highlights,By Atif Afzal,694,Sync your Apple Books highlights automatically.,https://github.com/atfzl/obsidian-apple-books-plugin
570,CSV Editor,By death_au,10280,Edit CSV files in Obsidian.,https://github.com/deathau/csv-obsidian
571,Draw Harada Method,By yildbs,483,"Draw the harada method. Create your own 1 goal, 8 plans, and 64 actions!",https://github.com/yildbs/obsidian-harada-method-plugin
572,Tressel Sync for Obsidian,By Tressel,1607,Official Tressel plugin to sync/export your tweets and threads into Obsidian,https://github.com/tresselteam/obsidian-tressel
573,Vim Multibyte Char Search,By anselmwang,460,"Search multibyte characters by the first character of corresponding ASCII encoding of input method. For example, for Chinese, search by the first character of Pinyin.",https://github.com/anselmwang/obsidian-vim-multibyte-char-search
574,Icon Swapper,By mgmeyers,3459,Allows swapping out Obsidian's default icons.,https://github.com/mgmeyers/obsidian-icon-swapper
575,Incremental ID,By Adrian Karwowski,234,Allow you to generate Jira-like IDs.,https://github.com/adziok/obsidian-incremental-id
576,Meld Build,By meld-cp,270,"Write and execute (sandboxed) JavaScript to render templates, query DataView and create dynamic notes.",https://github.com/meld-cp/obsidian-build
577,Trim Whitespace,By Zack Lovatt,1811,Trims unnecessary whitespace from your Obsidian documents.,https://github.com/zlovatt/obsidian-trim-whitespace
578,Power Search,By Aviral Batra,1576,Searches notes based on current line,https://github.com/aviral-batra/obsidian-power-search
579,From Template,By mo-seph,5012,"Create new notes from Templates - for each Template, provides a Command to trigger it, and a form to fill in any variables in the template.",https://github.com/mo-seph/obsidian-note-from-template
580,Wielder,By victorb,396,Clojure/ClojureScript inside your Obsidian documents!,https://github.com/victorb/obsidian-wielder
581,Project Garden,By Ben Goosman,869,See all your projects in one place.,https://github.com/bgoosman/obsidian-project-garden
582,GitLab Issues,By Ben Roberts,508,Import Gitlab issues into your Obsidian vault.,https://github.com/benr77/obsidian-gitlab-issues
583,Focus Mode,By ryanpcmcquen,27103,Add Focus Mode to Obsidian.,https://github.com/ryanpcmcquen/obsidian-focus-mode
584,Save as Gist,By ghedamat,720,Save current note as a GitHub Gist,https://github.com/ghedamat/obsidian-save-as-gist
585,Rollover Daily Todos,By Matt Sessions,52481,Rollover any unchecked checkboxes from your last daily note into today's note.,https://github.com/lumoe/obsidian-rollover-daily-todos
586,Binary File Manager,By qawatake,1745,Detects new binary files in the vault and create Markdown files with metadata.,https://github.com/qawatake/obsidian-binary-file-manager-plugin
587,Auto Split,By James Sartelle,3144,Open notes with split editor & preview.,https://github.com/jsartelle/obsidian-auto-split
588,Keyshots,By KrazyManJ,1236,Adds classic hotkey/shortcuts commands from popular IDEs like Visual Studio Code or JetBrains Family.,https://github.com/KrazyManJ/obsidian-keyshots
589,Icon Shortcodes,By AidenLx,22512,Insert emoji and custom icons with shortcodes.,https://github.com/aidenlx/obsidian-icon-shortcodes
590,Activity Logger,By Creling,1071,"Log your activities like creating notes, modifying notes, deleting notes and so on.",https://github.com/Creling/obsidian-activity-logger
591,Weekly Review,By Brandon Boswell,978,Opens all of the files you have created in the last week.,https://github.com/brandonkboswell/weekly-review
592,Bulk Rename,By Oleg Lustenko,3587,Rename files based on a pattern.,https://github.com/OlegLustenko/obsidian-bulk-rename
593,Android nomedia,By JakeisAwesome,87,Hides media from your Vault on Android devices by adding the 'nomedia' file to each folder.,https://github.com/calomancer/android.nomedia
594,Stenography,By bramses,874,Translate code blocks into simple English using Machine Learning with the Stenography API.,https://github.com/bramses/stenography-obsidian
595,Obsidian Things3 Sync,By royx,2590,"Sync between Obsidian and Things3. Supports multi-language, tags and dates.",https://github.com/royxue/obsidian-things3-sync
596,Matter,By Matter,12837,Official Matter Obsidian integration.,https://github.com/getmatterapp/obsidian-matter
597,Kill and Yank,By INOUE Takuya,262,Enable kill and yank (like Emacs) in the editor.,https://github.com/inouetakuya/obsidian-kill-and-yank
598,Obsidian Anki Sync,By debanjandhar12,3534,Make flashcards and sync them to Anki.,https://github.com/debanjandhar12/Obsidian-Anki-Sync
599,Loom,By celeste,246,Loom in Obsidian,https://github.com/cosmicoptima/loom
600,Outliner,By Viacheslav Slinko,480351,Work with your lists like in Workflowy or Roam Research.,https://github.com/vslinko/obsidian-outliner
601,Gene 🧬,By Matiss Jurevics,1033,Generate text using the OpenAI API.,https://github.com/MatissJurevics/Gene-AI
602,Import/Export TiddlyWiki,By Lucas Bordeau,146,Import and export TiddlyWiki from and to Obsidian.,https://github.com/lucasbordeau/obsidian-tiddlywiki
603,Google Keep Import,By Dale de Silva,427,Allows import of Google Keep backup json files and their attachments. Can also be used to import other files.,https://github.com/daledesilva/obsidian_google-keep-import
604,Writing,By johackim,1683,Write and format your next book directly from Obsidian.,https://github.com/johackim/obsidian-writing
605,Pluck,By Kevin Barrett,4599,Quickly create notes in Obsidian from web pages.,https://github.com/kevboh/obsidian-pluck
