814,Auto Classifier,By Hyeonseo Nam,1290,"Automatically classify tag from your notes using ChatGPT API. It analyze your note (It can be title, frontmatter, content or selected area) and automatically insert tag where you set.",https://github.com/HyeonseoNam/auto-classifier
815,AidenLx's Folder Note - folderv Component,By AidenLx,4512,Optional `folderv` component for alx-folder-note.,https://github.com/aidenlx/alx-folder-note-folderv
816,Paste As HTML,By maotong06,1740,"Paste As HTML, Keep the original CSS style. Paste from web browser.",https://github.com/maotong06/obsidian-paste-as-html-plugin
817,Rofi Helper,By digitalsignalperson,21,Adds a leaf ID parameter to the URI protocol for switching between open obsidian tabs with Rofi. A sample Rofi script is included.,https://github.com/digitalsignalperson/obsidian-rofi-helper
818,Note Synchronizer,By Songchen Tan,2319,"Synchronize Obsidian notes to other note-based software like Anki, following more strictly the principles of Zettelkasten and treating each Obsidian file as a note.",https://github.com/tansongchen/obsidian-note-synchronizer
819,GPT,By Jonathan Miller,5917,"Get language model completions from ChatGPT, GPT-3, and others.",https://github.com/jmilldotdev/obsidian-gpt
820,Vale,By Marcus Olsson,2373,Check your document for style consistency using Vale.,https://github.com/marcusolsson/obsidian-vale
821,Quoth,By Eric Rykwalder,2076,"More flexible embedding. Embed precise selections, inline embeds, optionally include author and title.",https://github.com/erykwalder/quoth
822,Remotely Save,By fyears,180771,"Yet another unofficial plugin allowing users to sync notes between local device and the cloud service (S3, Dropbox, webdav, OneDrive).",https://github.com/remotely-save/remotely-save
823,Pocketbook Cloud Highlight Importer,By Lena Brüder,126,Imports notes and highlights from your Pocketbook Cloud account into your vault.,https://github.com/lenalebt/obsidian-pocketbook-cloud-highlight-importer
824,Table Generator,By Boninall,11020,Generate Markdown tables quickly like Typora.,https://github.com/Quorafind/Obsidian-Table-Generator
825,Oura Ring,By Andrew Lombardi,460,Import Oura Ring data into a note.,https://github.com/kinabalu/obsidian-oura-plugin
826,Sortable,By alexandru-dinu,41039,Wikipedia-like sortable tables.,https://github.com/alexandru-dinu/obsidian-sortable
827,Google Tasks,By YukiGasai,4368,Interact with your Google Tasks from inside Obsidian.,https://github.com/YukiGasai/obsidian-google-tasks
828,Collapse All,By OfficerHalf,42338,Adds a button to collapse all folders in the file explorer.,https://github.com/OfficerHalf/obsidian-collapse-all
829,Unicode Search,By BambusControl,1072,Search and insert Unicode characters into your editor.,https://github.com/BambusControl/obsidian-unicode-search
830,Open vault in VS Code,By NomarCub,10675,Ribbon button and command to open vault as a Visual Studio Code workspace.,https://github.com/NomarCub/obsidian-open-vscode
831,Hotkeys Chords,By Dario Balboni,556,Configurable hotkeys chords to activate Obsidian commands.,https://github.com/trenta3/obsidian-hotkeys-chords
832,Window Collapse,By Guilherme Quental,30,Provides an easy way to collapse the sidebars without going fullscreen.,https://github.com/gquental/obsidian-window-collapse
833,Link Archive,By Tamás Deme,1953,Archive links in your note so they're available to you even if the original site goes down or gets removed.,https://github.com/tomzorz/obsidian-link-archive
834,HK Code Block,By Heekang Park,524,Obsidian plugin developed by Heekang Park; Make code block looking good on reading view,https://github.com/HeekangPark/obsidian-hk-code-block
835,Min Width,By doitian,886,Set the Minimum Width of the Active Pane.,https://github.com/doitian/obsidian-min-width
836,Copy as HTML,By Bailey Jennings,12122,Converts the selected Markdown to HTML and copies it to the clipboard.,https://github.com/jenningsb2/copy-as-html
837,Order List,By Henry Gustafson,298,Adds 'Order selected list' command to take the selected list and order it by the number at the end.,https://github.com/lizard-heart/obsidian-order-list-plugin
838,Fantasy Statblocks,By Jeremy Valentine,54461,Create Fantasy Statblocks in Obsidian.,https://github.com/javalent/fantasy-statblocks
839,Custom window title,By Joost Plattel,8726,Shows the current open note in the window title.,https://github.com/jplattel/open-note-to-window-title
840,OzanShare Publish,By Ozan Tellioglu,1009,Publish your Markdown notes with a single click from your vault. (Closed Source),https://github.com/ozntel/ozanshare-publish-plugin
841,Theme Toggler,By larsmagnus,680,Toggle the theme in Obsidian's panels.,https://github.com/larsmagnus/obsidian-theme-toggler
842,TimeDiff plugin,By Grzegorz Dominiczak,891,Calculates and displays diff in hours and minutes between two dates in `timediff` Markdown block.,https://github.com/dominiczaq/obsidian-plugin-time-diff
843,MarginNote Companion,By AidenLx,6111,Bridge MarginNote 3 and Obsidian.,https://github.com/aidenlx/marginnote-companion
844,QR Code Generator Plugin,By Rudi Häusler,3164,QR code generator.,https://github.com/rudimuc/obsidian-qrcode
845,External Link Helper,By Jhonghee Park,429,Makie inserting external links easier to your notes.,https://github.com/nakalsio/obsidian-danpung
846,Jump to link,By MrJackphil,13078,"Quickly navigate between links, or jump to any word on the page using hotkeys.",https://github.com/mrjackphil/obsidian-jump-to-link
847,Related Notes Finder,By Joshua Michalik,2757,Adds extra features for finding related notes.,https://github.com/lifegems/obsidian-related-notes-finder
848,Command Alias,By @Yajamon,1816,Gives aliases to Obsidian commands.,https://github.com/yajamon/obsidian-command-alias-plugin
849,Webpage HTML Export,By Nathan George,9167,"Exports an Obsidian document, folder, or vault as an HTML document / webpage / website with correct styling. Also has an interactive embedded dark / light theme toggle, and document outline.",https://github.com/KosmosisDire/obsidian-webpage-export
850,Path Title,By Justin Deal,3661,Adds path (or optional replacement) to the filename title of each pane.,https://github.com/jdeal/obsidian-path-title-plugin
851,Min3ditorHotkeys,By Davor Sauer,864,Additional editor hotkeys inspired by coding editors.,https://github.com/d-sauer/Obsidian-Min3ditorHotkeys-plugin
852,Markdown Formatting Assistant,By Reocin,47964,Provides a simple editor for Markdown and in addition a command line interface. The command line interface facilitate a faster workflow.,https://github.com/Reocin/obsidian-markdown-formatting-assistant-plugin
853,Jelly Snippets,By Spencer Gouw,326,A simple text snippets plugin.,https://github.com/rabirabirara/obsidian-jelly-snippets
854,File Diff,By Till Friebe,526,View the differences between two files with merge options.,https://github.com/friebetill/obsidian-file-diff
855,Stack Overflow Answers,By bramses,706,Copy and paste Stack Overflow answers directly into Obsidian.,https://github.com/bramses/obsidian-stack-overflow
856,ToggleList,By Lite C,3080,A simple plugin to toggle the checklist states (paragraph/list/checklist/custom sytles...).,https://github.com/thingnotok/obsidian-toggle-list
857,Highlightr,By Chetachi,122806,A minimal and aesthetically pleasing highlighting menu that makes color-coded highlighting much easier with a configurable assortment of highlight colors.,https://github.com/chetachiezikeuzor/Highlightr-Plugin
858,Obsidian_to_Anki,By Pseudonium,44456,This is an Anki integration plugin! Designed for efficient bulk exporting.,https://github.com/Pseudonium/Obsidian_to_Anki
859,Flashcard Learning,By Gaétan Muck,458,Improved flashcard learning system.,https://github.com/gaetanmuck/obsidian-flashcard-learning
860,Audio Player,By noonesimg,1985,"Audio player with background playback, bookmarks and wave visualiser instead of the default HTML5 audio.",https://github.com/noonesimg/obsidian-audio-player
861,Word Splitting for Japanese in Edit Mode,By sonarAIT,756,A patch for Obsidian's built-in CodeMirror Editor to support Japanese word splitting.,https://github.com/sonarAIT/cm-japanese-patch
862,Repeat,By Andre Perunicic,2118,Review notes using periodic or spaced repetition.,https://github.com/prncc/obsidian-repeat-plugin
863,RPG Manager,By Carlo Nicora,5859,Tabletop role playing game campaign manager.,https://github.com/carlonicora/obsidian-rpg-manager
864,PostgreSQL Obsidian,By Camille Louédoc-Eyries,875,Upload your notes' metadata to a PostgreSQL database,https://github.com/clouedoc/postgresql-obsidian
865,Custom Attachment Location,By RainCat1998,8751,"Customize attachment location with variables($filename, $data, etc) like Typora.",https://github.com/RainCat1998/obsidian-custom-attachment-location
866,April's Automatic Timelines,By April Gras,1246,Simple timeline generator for story tellers,https://github.com/April-Gras/obsidian-auto-timelines
867,Relative Line Numbers,By Nadav Spiegelman,20261,Enables relative line numbers in editor mode.,https://github.com/nadavspi/obsidian-relative-line-numbers
868,MathLinks,By Zhaoshen Zhai,868,Render MathJax in your links.,https://github.com/zhaoshenzhai/obsidian-mathlinks
869,Canvas Filter,By Ivan Koshelev,1584,"Lets you filter Canvas to only show items of specific color, tags or only connected to currently selected node.",https://github.com/IKoshelev/Obsidian-Canvas-Filter
870,Vault name in status bar,By 1C0D,172,See your vault name in the status bar and click on it ot reduce it.,https://github.com/1C0D/Obsidian-Vault-Name-in-Status-Bar
871,Ring a secretary,By vorotamoroz,253,Yet another ChatGPT-powered digital secretary,https://github.com/vrtmrz/ring-a-secretary
872,Mind Map,By James Lynch,288246,Displays Markdown notes as mind maps using Markmap.,https://github.com/lynchjames/obsidian-mind-map
873,Companion,By rizerphe,1473,"Autocomplete with AI, including ChatGPT, through a copilot-like interface.",https://github.com/rizerphe/obsidian-companion
874,No Dupe Leaves,By Simon Cambier,2834,Don't reopen notes that are already open.,https://github.com/scambier/obsidian-no-dupe-leaves
875,Latex Environments,By Zach Raines,12801,Quickly insert and change LaTeX environments within math environments.,https://github.com/raineszm/obsidian-latex-environments
876,Automatically reveal active file,By Matt Sessions,9530,Automatically reveal the currently active file in the side navigation.,https://github.com/shichongrui/obsidian-reveal-active-file
877,AsciiDoc Blocks Plugin,By Juracy Filho,1198,"Render asciidoc blocks in Obsidian, initially asciidoc tables.",https://github.com/juracy/obsidian-asciidoc-blocks
878,System Theme,By jgauth,518,Plugin to automatically update to system theme.,https://github.com/jgauth/obsidian-system-theme
879,Leader Hotkeys,By Tony Grosinger,4947,Add leader hotkey support to any command (like tmux or vim).,https://github.com/tgrosinger/leader-hotkeys-obsidian
880,Canvas Conversation,By André Baltazar,2093,Create a canvas conversation using ChatGPT.,https://github.com/AndreBaltazar8/obsidian-canvas-conversation
881,Surfing,By Boninall,12889,Surf the Net in Obsidian like a web browser.,https://github.com/PKM-er/Obsidian-Surfing
882,Dirtreeist,By kasahala,802,Render a directory Structure Diagram from a Markdown lists in codeblock.,https://github.com/k4a-l/obsidian-dirtreeist
883,Local REST API,By Adam Coddington,25170,Unlock your automation needs by interacting with your notes over a secure REST API.,https://github.com/coddingtonbear/obsidian-local-rest-api
884,Link Headers Directly,By Signynt,3029,"When a header is linked, preview mode will show only the header, and not the note name.",https://github.com/Signynt/link-headers-directly
885,Pivotal Tracker Integration,By jondeates,59,"Pull stories, bugs, chores from pivotal tracker",https://github.com/jonnydeates/obsidian-pivotal-tracker-integration-plugin
886,Perilous Writing,By Sameer Ismail,285,Write continuously—or lose all progress.,https://github.com/sameersismail/obsidian-perilous-writing
887,File path to URI,By Michal Bureš,11646,Convert file path to uri for easier use of links to local files outside of Obsidian.,https://github.com/MichalBures/obsidian-file-path-to-uri
888,Obsidian Query Language,By Joost Plattel,7948,Query notes and represent data within Obsidian.,https://github.com/jplattel/obsidian-query-language
889,Google Calendar,By YukiGasai,25921,Interact with your Google Calendar from inside Obsidian.,https://github.com/YukiGasai/obsidian-google-calendar
890,MathJax WikiLinks,By Aaron Manning,392,Allows rendering MathJax in WikiLink aliases.,https://github.com/aaron-jack-manning/obsidian-mathjax-wikilinks
891,Tag Summary,By J.D Gauchat,3349,Creates summaries with paragraphs or blocks of text that share the same tag(s).,https://github.com/macrojd/tag-summary
892,Find and replace in selection,By Dmitry Savosh,8272,Finds what you are looking for in the selected text and replaces it with the specified text.,https://github.com/dy-sh/obsidian-find-and-replace-in-selection
893,Reminder,By uphy,74735,Manage Markdown TODOs with reminder.,https://github.com/uphy/obsidian-reminder
894,Custom File Explorer sorting,By SebastianMC,12589,"Allows for manual and automatic, config-driven reordering and sorting of files and folders in File Explorer.",https://github.com/SebastianMC/obsidian-custom-sort
895,Page Heading From Links,By Mark Beattie,2916,Inserts a heading into blank pages from the file name.,https://github.com/beet/page-headings-obsidian-plugin
896,Apple Reminders,By Rishi Raval,3950,Attempt to bring Apple Reminders into Obsidian.,https://github.com/urishiraval/obsidian-apple-reminders-plugin
897,Share as Gist,By timrogers,1317,Shares an Obsidian note as a GitHub.com Gist.,https://github.com/timrogers/obsidian-share-as-gist
898,Extended MathJax,By Xavier Denis & Ng Wei En,15173,Enables additional MathJax packages and adds a global preamble for MathJax.,https://github.com/wei2912/obsidian-latex
899,Map View,By esm,25182,An interactive map view for your notes.,https://github.com/esm7/obsidian-map-view
900,Markdown Table Editor,By Ganessh Kumar R P,32511,"Provides an editor for Markdown tables. It can open CSV, Microsoft Excel/Google Sheets data as Markdown tables from Obsidian Markdown editor.",https://github.com/ganesshkumar/obsidian-table-editor
901,Privacy Glasses,By Jill Alberts,25596,Provides a ribbon icon and command to blur onscreen text for better privacy.,https://github.com/jillalberts/privacy-glasses
902,Todoist Sync Plugin,By jamiebrynes7,49271,Materialize Todoist tasks within Obsidian notes.,https://github.com/jamiebrynes7/obsidian-todoist-plugin
903,New Bullet With Time,By Boninall,970,Allows you to auto-add current time to new bullet lines.,https://github.com/Quorafind/Obsidian-New-Bullet-With-Time
904,Folder Index,By turulix,5662,Automatically generate a Map of Content for the current Folder and Subfolders.,https://github.com/turulix/obsidian-folder-index
905,Copy as LaTeX,By mo-seph,3372,"Plugin to quickly copy Markdown as LaTeX, with citations.",https://github.com/mo-seph/obsidian-copy-as-latex
906,Plaintext,By dbarenholz,2531,Allow opening specified files as plaintext.,https://github.com/dbarenholz/obsidian-plaintext
907,Nuke Orphans,By Sandorex,2094,Plugin that trashes orphaned files and attachments.,https://github.com/sandorex/nuke-orphans-plugin
908,Obsidian TODO | Text-based GTD,By Lars Lockefeer,39817,"Text-based GTD in Obsidian. Collects all outstanding TODOs from your vault and presents them in lists Today, Scheduled, Inbox and Someday/Maybe.",https://github.com/larslockefeer/obsidian-plugin-todo
909,Highlight Public Notes,By dennis seidel,2182,Warns that a note is public (based on a frontmatter attribute) by colorizing the note red.,https://github.com/dennisseidel/highlightpublicnotes-obsidian-plugin
910,CookLang Editor,By death_au,3106,Edit and display CookLang recipes in Obsidian.,https://github.com/deathau/cooklang-obsidian
911,Alias from heading,By Chris Basham,689,Implicitly add an alias matching the first heading in a document.,https://github.com/basham/obsidian-alias-from-heading
912,AidenLx's Folder Note,By AidenLx,25733,"Add description, summary and more info to folders with folder notes.",https://github.com/aidenlx/alx-folder-note
913,PaperCut,By darakah,882,Express an idea in the simplest possible way ... or else.,https://github.com/Darakah/obsidian-paper-cut
914,Quick snippets and navigation,By @aciq,1195,"""Keyboard navigation up/down for headings",
915,- Configurable default code block and callout,,0,,
916,"- Copy code block via keyboard shortcut.""",https://github.com/ieviev/obsidian-keyboard-shortcuts,0,,
917,Linked Data Vocabularies,By kometenstaub,739,Add Library of Congress Subject Headings (LCSH) as metadata to your notes.,https://github.com/kometenstaub/linked-data-vocabularies
918,Habit Calendar,By Hedonihilist,1354,"Monthly Habit Calendar for DataviewJS. This plugin helps you render a calendar inside DataviewJS code block, showing your habit status within a month.",https://github.com/hedonihilist/obsidian-habit-calendar
919,AnkiBridge,By JeppeKlitgaard,1898,Yet Another Anki Bridge. Focuses on a strict grammar and integrity of your data.,https://github.com/JeppeKlitgaard/ObsidianAnkiBridge
920,Daily Note Outline,By iiz,5138,"Add a custom view which shows outline of multiple daily notes with headings, links, tags and list items.",https://github.com/iiz00/obsidian-daily-note-outline
921,Reading comments,By BumbrT,794,Plugin allows you to create inline comments while you read books or articles in Obsidian. Comments could be grouped hierarchically by tags.,https://github.com/BumbrT/obsidian-reading-comments
922,Relativenumber (relative line numbers),By Rob Stevenson,703,Displays relative line numbers in the editor's gutter.,https://github.com/thisdotrob/obsidian-relativenumber-plugin
923,Open Related Url,By Dan Pickett,628,Opens URLs found in a note's YAML frontmatter.,https://github.com/dpickett/open-related-url
924,Scales and Chords,By egradman,2076,Capture musical tab notation in your Obsidian vault. Chords become clickable links to modal images (provided by scales-chords.com),https://github.com/egradman/scales-chords
925,Obsidian Link Converter,By Ozan Tellioglu,6655,Scan all your links in the vault and convert them to your desired format.,https://github.com/ozntel/obsidian-link-converter
926,HTML Tags Autocomplete,By bicarlsen,5403,Automatically add closing HTML tags.,https://github.com/bicarlsen/obsidian_html_tags_autocomplete
927,Electron Window Tweaker,By mgmeyers,4671,Tweak various Electron window settings.,https://github.com/mgmeyers/obsidian-electron-window-tweaker
928,Book Search,By anpigon,30730,Helps you find books and create notes.,https://github.com/anpigon/obsidian-book-search-plugin
929,Latex Suite,By artisticat1,41540,"Make typesetting LaTeX math as fast as handwriting through snippets, text expansion, and editor enhancements.",https://github.com/artisticat1/obsidian-latex-suite
930,Todo sort,By Ryan Gomba,614,Sort todos by completion status.,https://github.com/ryangomba/obsidian-todo-sort
931,🪝 Grappling Hook,By pseudometa,1196,Blazingly fast file switching to bookmarked files. For people for whom using the Quick Switcher still takes too much time.,https://github.com/chrisgrieser/grappling-hook
932,Send Tasks to OmniFocus,By Henry Gustafson,340,Extract tasks from the current note and create them in OmniFocus.,https://github.com/lizard-heart/obsidian-to-omnifocus
933,Code Block Enhancer,By hafuhafu,18345,"Enhance Obsidian Markdown code block,provides copy button,linenumber,language name tip and so on.",https://github.com/nyable/obsidian-code-block-enhancer
934,Reveal Active File Button,By Clare Macrae,4839,"Add a button to the top of the File Explorer, to reveal the active file.",https://github.com/claremacrae/reveal-active-file-button-plugin
935,CustomJS,By Sam Lewis,9240,Reuse custom JavaScript across desktop and mobile.,https://github.com/saml-dev/obsidian-custom-js
936,Party🎉,By Shap Po,1480,"An implementation of party.js for Obsidian. Create confetti, sparkles, and even custom effects in your notes!",https://github.com/shap-po/obsidian-party
937,Optimize Canvas Connections,By Félix Chénier,1806,Declutters a canvas by reconnecting notes using their nearest edges.,https://github.com/felixchenier/obsidian-optimize-canvas-connections
938,Antidote Grammar Checker Integration,By Heziode,1313,"Unofficial integration of Antidote, a powerful English and French grammar checker.",https://github.com/Heziode/obsidian-antidote
939,Kindle CSV Converter,By Alvaro Cas,244,Import your Kindle notes in .csv format to Obsidian.,https://github.com/alvaro-cas/kindle-csv-converter-obsidian
940,Copy Image and URL context menu,By NomarCub,12336,"Copy Image, Copy URL and Open PDF externally context menu in reading view.",https://github.com/NomarCub/obsidian-copy-url-in-preview
941,Pocket,By Nimalan Mahendran,10944,Access your Pocket reading list entries and create notes for them easily.,https://github.com/nybbles/obsidian-pocket
942,File Explorer Markdown Titles,By Dylan Elliott,2008,Shows the first Markdown header of a note in the file explorer.,https://github.com/Dyldog/file-explorer-markdown-titles
943,Completed Task Display,By Ben Lee-Cohen,7222,Provides controls for displaying or hiding completed tasks.,https://github.com/heliostatic/completed-task-display
944,Pretty BibTeX,By Sandro Figo,1002,Shows raw BibTeX bibliography entries in a prettier way,https://github.com/sandrofigo/obsidian-pretty-bibtex
945,Workona To Obsidian,By Holmes555,343,Import Workona resources through generated JSON file.,https://github.com/Holmes555/workona-to-obsidian
946,Pipe tricks,By Marcus Olsson,639,Add support for Wikilink pipe tricks.,https://github.com/marcusolsson/obsidian-pipe-tricks
947,MySnippets,By Chetachi,12144,Adds a status bar menu allowing the user to quickly toggle their snippets on and off.,https://github.com/chetachiezikeuzor/MySnippets-Plugin
948,Commando,By qaptoR,104,Enables repeated calls of a command using defined or per-invocation values,https://github.com/qaptoR/Commando
949,Typing Transformer,By aptend,1426,"Improved, configurable auto formatting as typing.",https://github.com/aptend/typing-transformer-obsidian
950,Cycle In Sidebar,By Houcheng,265,Provides hotkeys to cycle through tabs in the left or right sidebars.,https://github.com/houcheng/obsidian-cycle-in-sidebar-plugin
951,Better Word Count,By Luke Leppan,180401,Counts the words of selected text in the editor.,https://github.com/lukeleppan/better-word-count
952,Update Relative Links,By val,681,Update relative links.,https://github.com/val3344/obsidian-update-relative-links
953,Go to Line,By phibr0,777,Provides a Go to Line Command,https://github.com/phibr0/obsidian-go-to-line
954,Kroki,By Greg Zuro,3287,Render Kroki diagrams.,https://github.com/gregzuro/obsidian-kroki
955,Achievements,By Zachatoo,1061,Add achievements to Obsidian.,https://github.com/Zachatoo/obsidian-achievements
956,Ava,By louis030195,23942,Quickly format your notes with ChatGPT.,https://github.com/louis030195/obsidian-ava
957,Workbench,By ryanjamurphy,17129,Keep a workbench of knowledge materials.,https://github.com/ryanjamurphy/workbench-obsidian
958,Open Plugin Settings,By Mara-Li,100,Create a command to open a specified plugin settings.,https://github.com/lisandra-dev/open-plugin-settings-commands
959,Language Translator,By Florin Bobis,11020,Translate selected text in the desired language.,https://github.com/twentytwokhz/language-translator
960,Fantasy Calendar,By Jeremy Valentine,62982,Fantasy calendars in Obsidian!,https://github.com/fantasycalendar/obsidian-fantasy-calendar
961,Crumbs,By Tony Grosinger,632,Breadcrumb navigation.,https://github.com/tgrosinger/crumbs-obsidian
962,RTL Support,By esm,12323,"Right to Left (RTL) text direction support for languages like Arabic, Hebrew and Farsi.",https://github.com/esm7/obsidian-rtl
963,Comments,By darakah,9611,"Add, track and easily navigate between a note's comments.",https://github.com/Darakah/obsidian-comments-plugin
964,Dice Roller,By Jeremy Valentine,57532,Add a little randomness to your notes!,https://github.com/javalent/dice-roller
965,Telegraph Publish,By Reorx,741,Publish your Obsidian note to a Telegraph page.,https://github.com/reorx/obsidian-telegraph-publish
966,Discord Rich Presence,By Luke Leppan,7884,Update your Discord Status to show your friends what you are working on in Obsidian.,https://github.com/lukeleppan/obsidian-discordrpc
967,File Tree Alternative Plugin,By Ozan Tellioglu,121575,Allows you to have an alternative file tree view.,https://github.com/ozntel/file-tree-alternative
968,Ghost Fade Focus,By Sami Korpela,4427,"Focused on the current line, others faded like a ghost!",https://github.com/skipadu/obsidian-ghost-fade-focus
969,LaTeX Algorithms,By SamZhang02,461,Plugin to facilitate writing algorithm blocks in LaTeX.,https://github.com/SamZhang02/obsidian-latex-algorithms
970,Mochi Cards Exporter,By kalbetre,1181,Export Markdown notes to Mochi cards from within Obsidian.,https://github.com/kalbetredev/mochi-cards-exporter
971,Toggl Track,By Maxime Cannoodt,12924,Add integration with the Toggl Track API to manage your timers inside Obsidian.,https://github.com/mcndt/obsidian-toggl-integration
972,Dangerzone Writing,By Alexis Rondeau,4831,"This plugin is dangerous! When you start it, you have to write without stopping for 100 seconds. If you stop, think and look around, after 3 seconds the plugin will DELETE what you've written in this note.",https://github.com/akaalias/dangerzone-writing-plugin
973,Structured Plugin,By dobrovolsky,1488,"Structured plugin. Create hierarchy in notes using "".""",https://github.com/dobrovolsky/obsidian-structure
974,Text to Speech,By Johannes Theiner,7365,Text to speech for Obsidian. Hear your notes.,https://github.com/joethei/obsidian-tts
975,Obsidian jTab,By davfive,1667,Add guitar chords and tabs to your notes with jTab code blocks.,https://github.com/davfive/obsidian-jtab
976,Sidebar Expand on Hover,By Tousif Iqbal Anik (toiq),4205,Expands or collapses the sidebar based on mouse hovering on the left ribbon.,https://github.com/toiq/obsidian-sidebar-expand-on-hover
977,Nomnoml Diagram,By Daeik Kim,3090,Draw nomnoml diagrams in Obsidian notes.,https://github.com/Daeik/obsidian-nomnoml-diagram
978,Tistory Poster,By Woongshik Choi,36,This plugin posts a note in Obsidian to Tistory blogging platform.,https://github.com/idreamer/tistory-poster
979,Theme Picker,By kenset,11677,Quickly preview and select installed themes,https://github.com/kenset/obsidian-theme-picker
980,Number Headings,By Kevin Albrecht,18861,Automatically number or re-number headings in an Obsidian document.,https://github.com/onlyafly/number-headings-obsidian
981,Ozan's Image in Editor Plugin,By Ozan Tellioglu,194893,"View Images, Transclusions, iFrames and PDF Files within the Editor without a necessity to switch to Preview.",https://github.com/ozntel/oz-image-in-editor-obsidian
982,Theme Design Utilities,By pseudometa,6322,Some utilities and Quality-of-Life features for designers of Obsidian themes.,https://github.com/chrisgrieser/obsidian-theme-design-utilities
983,Excel to Markdown Table,By Ganessh Kumar R P,55197,"Paste data from Microsoft Excel, Google Sheets, Apple Numbers and LibreOffice Calc as Markdown tables in Obsidian editor.",https://github.com/ganesshkumar/obsidian-excel-to-markdown-table
984,Chem,By Acylation,352,Providing chemistry supports. Rendering SMILES strings into chemistry structures.,https://github.com/Acylation/obsidian-chem
985,Dashing Cursor,By Shukai Ni,777,Enables dashing cursor that follows the page scroll.,https://github.com/9r0x/obsidian-dashing-cursor
986,Snippet Commands,By death_au,1668,Registers custom CSS snippets as commands (which you can bind hotkeys to).,https://github.com/deathau/snippet-commands-obsidian
987,Buttondown,By caro401,429,Send your notes to your buttondown.email account as email drafts.,https://github.com/caro401/obsidian-buttondown
988,Daf Yomi,By lyonsquark,1239,Prepare Daf Yomi notes.,https://github.com/lyonsquark/obsidian-daf-yomi
989,Various Complements,By tadashi-aikawa,86396,Enables you to complete words like the auto-completion of IDE.,https://github.com/tadashi-aikawa/obsidian-various-complements-plugin
990,Tab Rotator,By Steven Jin,84,Rotates opened files to the left or right with a specified interval.,https://github.com/autohub7/obsidian-tab-rotator
