text-lg,col2,py-3,ml-auto href
AutoMOC,3983,Looks for missing linked mentions to the current note and imports them into the current note.,https://github.com/dalcantara7/obsidian-auto-moc
Dynamic Background,3961,Adding dynamic background effects to the Obsidian editor.,https://github.com/samuelsong70/obsidian-dynamic-background
Canvas Presentation,3939,Helps you display cards based on sequence.,https://github.com/Quorafind/Obsidian-Canvas-Presentation
List Modified,3928,Link all modified files meeting certain criteria to a daily note.,https://github.com/franciskafieh/obsidian-list-modified
Icon Swapper,3922,Allows swapping out Obsidian's default icons.,https://github.com/mgmeyers/obsidian-icon-swapper
Daily Named Folder,3918,Like daily notes but nested in a daily folder with a oneline summary. Better for attachment management & glanceability.,https://github.com/NemoAndrea/obsidian-daily-named-folder
Copy as LaTeX,3896,Plugin to quickly copy Markdown as LaTeX with citations.,https://github.com/mo-seph/obsidian-copy-as-latex
Obsius Publish,3874,Make single notes instantly available on the web.,https://github.com/jonstodle/obsius-obsidian-plugin
Global Hotkeys,3867,Configurable system-wide hotkeys for running commands in Obsidian's desktop app.,https://github.com/mjessome/obsidian-global-hotkeys
Daily Notes Editor,3850,Edit daily notes in one page (inline) which works similar to Roam Research's default daily note view.,https://github.com/Quorafind/Obsidian-Daily-Notes-Editor
Completed Area,3838,Move completed to-do items to a separate completed area.,https://github.com/DahaWong/obsidian-completed-area
D2,3833,The official D2 plugin for Obsidian. D2 is a modern diagram scripting language that turns text to diagrams.,https://github.com/terrastruct/d2-obsidian
Itinerary,3819,Make planning your trip or event easier by rendering a calendar from event information found in your notes.,https://github.com/coddingtonbear/obsidian-itinerary
QR Code Generator Plugin,3783,QR code generator.,https://github.com/rudimuc/obsidian-qrcode
Quote of the Day,3781,Inserts random quotes in the editor.,https://github.com/twentytwokhz/quote-of-the-day
Kroki,3769,Render Kroki diagrams.,https://github.com/gregzuro/obsidian-kroki
2Hop Links Plugin,3768,Display the page linked 2hop ahead.,https://github.com/tokuhirom/obsidian-2hop-links-plugin
Open with,3710,Add multiple other programs to open notes with.,https://github.com/phibr0/obsidian-open-with
Paste image Png to Jpeg,3704,Screenshot png to jpeg and compress and rename.,https://github.com/musug/obsidian-paste-png-to-jpeg
Short links,3685,Display short internal links to files notes headings and blocks.,https://github.com/scottwillmoore/obsidian-short-links
Apply Patterns,3654,Apply custom patterns of find-and-replace in succession to text.,https://github.com/jglev/obsidian-apply-patterns-plugin
Lumberjack 🪓 🪵,3624,Log your thoughts! Lumberjack adds URL commands to help you axe inefficiency and get right to writing.,https://github.com/ryanjamurphy/lumberjack-obsidian
Nomnoml Diagram,3614,Draw nomnoml diagrams in Obsidian notes.,https://github.com/Daeik/obsidian-nomnoml-diagram
CookLang Editor,3607,Edit and display CookLang recipes in Obsidian.,https://github.com/deathau/cooklang-obsidian
Auto Split,3596,Open notes with split editor & preview.,https://github.com/jsartelle/obsidian-auto-split
Toggle Meta Yaml,3588,Toggle metadata YAML.,https://github.com/hua03/obsidian-toggle-meta-yaml-plugin
Auto Hide,3541,Collapse sidebars when clicking on the editor/viewer panel.,https://github.com/skelato1/obsidian-auto-hide
Living Graph,3540,A for-fun graph plugin.,https://github.com/geoffreysflaminglasersword/obsidian-living-graph
macOS Keyboard Navigation,3539,Enables alt+↑ and alt+↓ keyboard navigation in Obsidian.,https://github.com/ryanjamurphy/macOS-keyboard-nav-obsidian
Table to CSV Exporter,3534,Export tables from a pane in reading mode into CSV files.,https://github.com/metawops/obsidian-table-to-csv-export
April's Automatic Timelines,3524,Simple timeline generator for story tellers,https://github.com/April-Gras/obsidian-auto-timelines
Reference Map,3519,Reference and citation map for literature review and discovery.,https://github.com/anoopkcn/obsidian-reference-map
Hotkeys for Bookmarks,3517,Set an individual hotkey for the first 9 starred files and open them just with your keyboard.,https://github.com/Vinzent03/obsidian-shortcuts-for-starred-files
Plaintext,3512,Allow opening specified files as plaintext.,https://github.com/dbarenholz/obsidian-plaintext
Readwise Mirror,3508,Mirror your Readwise library directly into an Obsidian vault.,https://github.com/jsonMartin/readwise-mirror
Grandfather,3468,A simple plugin to display the time and date on the status bar.,https://github.com/noatpad/obsidian-grandfather
Link indexer,3444,Generate index notes with links based on various conditions.,https://github.com/aviskase/obsidian-link-indexer
Python lab,3421,An interface to experiment with Python scripts and more.,https://github.com/cristianvasquez/obsidian-lab
Link Headers Directly,3418,When a header is linked preview mode will show only the header and not the note name.,https://github.com/Signynt/link-headers-directly
Booksidian,3378,Connect your Goodreads shelves to your Obsidian vault.,https://github.com/MichaBrugger/booksidian_plugin
Obsidian Things3 Sync,3366,Sync between Obsidian and Things3. Supports multi-language tags and dates.,https://github.com/royxue/obsidian-things3-sync
File Cooker,3349,Deal batch notes from search resultscurrent file or Dataview query string.,https://github.com/ivaneye/obsidian-files-cooker
Argument Map with Argdown,3321,Allows you to write argdown code blocks and view the maps in Preview.,https://github.com/amdecker/obsidian-argdown-plugin
Marp,3313,Plugin for using Marp on Obsidian.,https://github.com/JichouP/obsidian-marp-plugin
Companion,3293,Autocomplete with AI including ChatGPT through a copilot-like interface.,https://github.com/rizerphe/obsidian-companion
ProZen,3280,Enter Zen mode to focus on writing. The plugin expands current tab to full screen removing everything but content.,https://github.com/cmoskvitin/obsidian-prozen
Kindle Export,3270,Export your notes to your Kindle including embedded notes and images.,https://github.com/SimeonLukas/obsidian-kindle-export
Wordy,3236,Thesaurus Rhymes and more using the Datamuse API. Find related words easily.,https://github.com/nqthqn/obsidian-wordy
Page Heading From Links,3231,Inserts a heading into blank pages from the file name.,https://github.com/beet/page-headings-obsidian-plugin
Obsidian title index,3230,A simple plugin to add serial numbers to your Markdown title.,https://github.com/renmu123/obsidian-markdown-index
DeepL,3222,Translate selected text into more than 25 languages with DeepL.,https://github.com/friebetill/obsidian-deepl
Path Finder,3220,Find all paths between two notes and render them as graph or text.,https://github.com/jerrywcy/obsidian-path-finder
Typing speed,3201,Show the current typing speed in the status bar.,https://github.com/Supercip971/obsidian-typing-speed
Open In New Tab,3195,Opens files in new tabs like a browser,https://github.com/patleeman/obsidian-open-in-new-tab
Weather Fetcher,3185,Fetch and insert current weather into the editor of Obsidian.,https://github.com/fyears/weather-fetcher
Markdown shortcuts,3173,Write Markdown from shortcuts,https://github.com/JulesGuesnon/obsidian-markdown-shortcuts
Tabout,3165,Easily 'tab out' of Links or other Markdown Formatting Characters.,https://github.com/phibr0/obsidian-tabout
Tomorrow's Daily Note,3135,Creates tomorrow's daily note for preemtive planning.,https://github.com/frankolson/obsidian-tomorrows-daily-note
Related Notes Finder,3115,Adds extra features for finding related notes.,https://github.com/lifegems/obsidian-related-notes-finder
Better Reading Mode,3098,Enable bionic reading mode in Live Preview mode of Obsidian.,https://github.com/Quorafind/Obsidian-Better-Reading-Mode
Wrap with shortcuts,3082,Wrap selected text in custom tags with shortcuts. E.g.: underline sub ruby(フリガナ).,https://github.com/manic/obsidian-wrap-with-shortcuts
Symbols Prettifier,3081,Prettify the symbols with actual symbols you commonly type like arrows.,https://github.com/FlorianWoelki/obsidian-symbols-prettifier
Week Planner,3076,Defines commands for creating planning documents and moving tasks between them.,https://github.com/rwirdemann/obsidian-week-planner
Remember File State,3070,Remembers cursor position selection scrolling and more for each file.,https://github.com/ludovicchabant/obsidian-remember-file-state
Release Timeline,3025,Release timeline rendered based on notes metadata with a Dataview-like syntax.,https://github.com/cakechaser/obsidian-release-timeline
Optimize Canvas Connections,3016,Declutters a canvas by reconnecting notes using their nearest edges.,https://github.com/felixchenier/obsidian-optimize-canvas-connections
Codeblock Customizer,3013,Customize your code blocks in editing and reading mode as well.,https://github.com/mugiwara85/CodeblockCustomizer
Zotero Link,3003,Insert link to a Zotero item.,https://github.com/vanakat/zotero-link
Google Photos,2999,Google Photos integration for Obsidian.,https://github.com/alangrainger/obsidian-google-photos
Advanced Paste,2999,Provides advanced paste commands and enables you to create custom transforms for pasting.,https://github.com/kxxt/obsidian-advanced-paste
OZ Calendar,2995,View your notes in Calendar using any YAML key with a date.,https://github.com/ozntel/oz-calendar
Emoji Magic,2978,Easily add emoji with a powerful keyword search.,https://github.com/SimplGy/obsidian-emoji-magic
Lock Screen,2975,Protect your vault with a lock screen.,https://github.com/ericbiewener/obsidian-lock-screen-plugin
Link Nodes in Canvas,2973,Add edges between notes in Canvas based on their links.,https://github.com/Quorafind/Obsidian-Link-Nodes-In-Canvas
Divide & Conquer,2971,Commands for bulk enabling/disabling of plugins. Useful for debugging when you have many plugins.,https://github.com/chrisgrieser/obsidian-divide-and-conquer
Heading Level Indent,2971,Indenting content under headers based on their level.,https://github.com/svonjoi/obsidian-heading-level-indent
Wikipedia Search,2968,Search link and open Wikipedia articles all within the app!,https://github.com/StrangeGirlMurph/obsidian-wikipedia-search
Repeat,2962,Review notes using periodic or spaced repetition.,https://github.com/prncc/obsidian-repeat-plugin
Format Hotkeys,2960,Google Docs style formatting hotkeys for Obsidian.,https://github.com/anstosa/format-hotkeys-obsidian
Fountain,2943,Fountain support for Obsidian.,https://github.com/Darakah/obsidian-fountain
Code Block,2932,Convert text into code blocks with automatic language detection.,https://github.com/paddan/code-block-plugin
Obsidian Camera,2925,Create and save Snaps or Video Recordings directly from Obsidian desktop.,https://github.com/aldrinjenson/obsidian-camera
Fast Image Cleaner,2919,This plugin can fast delete image (or video audio file .....) attachment and remove referenced link by right clicking on the context menu option.,https://github.com/martinniee/Obsidian-fast-image-cleaner
Plotly,2913,Embed Plotly charts in your notes.,https://github.com/Dmytro-Shulha/obsidian-plotly
Daily notes opener,2912,Easily open daily notes and periodic notes in new pane; customize periodic notes background; quick append new line to daily notes.,https://github.com/reorx/obsidian-daily-notes-opener
Audio Player,2905,Audio player with background playback bookmarks and wave visualiser instead of the default HTML5 audio.,https://github.com/noonesimg/obsidian-audio-player
Todoist completed tasks,2897,Add completed Todoist tasks to your Obsidian notes.,https://github.com/Ledaryy/obsidian-todoist-completed-tasks
Export Image plugin,2893,Easily convert your article to image.,https://github.com/zhouhua/obsidian-export-image
Nuke Orphans,2884,Plugin that trashes orphaned files and attachments.,https://github.com/sandorex/nuke-orphans-plugin
Zotero Bridge,2864,Integrate with Zotero through ZotServer,https://github.com/vanakat/zotero-bridge
Obsidian Webhooks,2836,Plugin and service that connects your editor to the internet of things through webhooks.,https://github.com/trashhalo/obsidian-webhooks
metatemplates,2822,Generate notes from templates using YAML frontmatter.,https://github.com/avirut/obsidian-metatemplates
AI Assistant,2818,AI Assistant plugin for Obsidian.,https://github.com/qgrail/obsidian-ai-assistant
Agile Task Notes,2816,Import your tasks from your TFS (Azure or Jira) to take notes on them and make todo-lists!,https://github.com/BoxThatBeat/obsidian-agile-task-notes
Vim IM Select,2792,Support auto select the apposite input method in different vim mode.,https://github.com/ALONELUR/vim-im-select-obsidian
WuCai highlights Official,2785,Sync WuCai highlights into your notes,https://github.com/makediff/obsidian-wucai
Note Synchronizer,2750,Synchronize Obsidian notes to other note-based software like Anki following more strictly the principles of Zettelkasten and treating each Obsidian file as a note.,https://github.com/tansongchen/obsidian-note-synchronizer
Search++,2741,Allow inserting text context search results on the active note the plugin is based on the plugin mrj-text-expand-witb-text by MrJackphil.,https://github.com/nhaouari/searchpp
Trim Whitespace,2719,Trims unnecessary whitespace from your Obsidian documents.,https://github.com/zlovatt/obsidian-trim-whitespace
Things Link,2716,Seamlessly link an Obsidian Note to a Things Project.,https://github.com/gavinmn/obsidian-things-link
Habit Tracker,2696,Display the Habits of a calendar week.,https://github.com/Narsail/habit-tracker-obsidian
Habitica Sync,2689,Helps integrate Habitica user tasks and stats into Obsidian.,https://github.com/SuperChamp234/habitica-sync
Focus and Highlight,2687,Highlight and focus on the currently selected heading.,https://github.com/nagi1999a/obsidian-focus-plugin
Quoth,2685,More flexible embedding. Embed precise selections inline embeds optionally include author and title.,https://github.com/erykwalder/quoth
Multi-line Formatting,2684,Apply formatting to selected text dealing with the paragraph breaks.,https://github.com/nmady/obsidian-multi-line-formatting
Easy toggle sidebars,2674,toggle both sidebars (double middle mouse click or own shortcut) or each sidebar clicking middle mouse button and moving mouse towards the corresponding sidebar.,https://github.com/1C0D/obsidian-easy-toggle-sidebars
Find & Replace in Selection,2661,Replace text within your current selection.,https://github.com/TClark1011/obsidian-find-and-replace-in-selection
Random Structural Diary,2651,Pick random questions from a prepared question list. It allows you answer on different questions each time.,https://github.com/ShockThunder/RandomStructuralDiary
Highlight Public Notes,2633,Warns that a note is public (based on a frontmatter attribute) by colorizing the note red.,https://github.com/dennisseidel/highlightpublicnotes-obsidian-plugin
Emotion Picker,2633,Choose an emotion from a list to insert into a note.,https://github.com/dartungar/obsidian-emotion-picker
Image Layouts,2615,Add beautiful image layouts to your notes.,https://github.com/vertis/obsidian-image-layouts
Title Serial Number Plugin,2599,Adds serial numbers to your Markdown title.,https://github.com/yalvhe2009/obsidian-title-serial-number-plugin
Auto Class,2593,Automatically apply CSS classes to Markdown views based on a note's path.,https://github.com/OfficerHalf/obsidian-auto-class
Hover External Link,2583,Hover on external links to see the destination URL.,https://github.com/jamiebrynes7/obsidian-hover-external-link
Card View Switcher,2558,Quick switcher with card view.,https://github.com/qawatake/obsidian-card-view-switcher-plugin
Canvas Conversation,2550,Create a canvas conversation using ChatGPT.,https://github.com/AndreBaltazar8/obsidian-canvas-conversation
Get Info,2548,Tuck a menu inside your status bar and show helpful information for your chosen file.,https://github.com/chetachiezikeuzor/Get-Info-Plugin
Search Everywhere,2543,Search everywhere by pressing double shift like in IntelliJ.,https://github.com/Mom0aut/obsidian-search-everywhere
Scales and Chords,2535,Capture musical tab notation in your Obsidian vault. Chords become clickable links to modal images (provided by scales-chords.com),https://github.com/egradman/scales-chords
Paste As HTML,2519,Paste As HTML Keep the original CSS style. Paste from web browser.,https://github.com/maotong06/obsidian-paste-as-html-plugin
Format code blocks of various languages,2515,Introduces commands to format code (internally uses prettier).,https://github.com/iVariable/Obsidian-Format-Code
Auto Glossary,2492,Automatically create a glossary of files an index of files or both in Obsidian.,https://github.com/ennioitaliano/obsidian-auto-glossary
Tray,2491,Run Obsidian from the system tray for customisable window management & global quick notes.,https://github.com/dragonwocky/obsidian-tray
Canvas Filter,2462,Lets you filter Canvas to only show items of specific color tags or only connected to currently selected node.,https://github.com/IKoshelev/Obsidian-Canvas-Filter
Auto Classifier,2456,Automatically classify tag from your notes using ChatGPT API. It analyze your note (It can be title frontmatter content or selected area) and automatically insert tag where you set.,https://github.com/HyeonseoNam/auto-classifier
WakaTime,2445,Automatic time tracking and metrics generated from your Obsidian usage activity.,https://github.com/wakatime/obsidian-wakatime
Vim Input Method Switch,2418,Switch input method with fcitx-remote when Vim keymap is enabled.,https://github.com/yuanotes/obsidian-vim-im-switch-plugin
Personal Assistant,2375,Streamline workflows within Obsidian managing memos formatted records callouts frontmatter local graph themes and plugins with just one command.,https://github.com/edonyzpc/personal-assistant
File Explorer Markdown Titles,2370,Shows the first Markdown header of a note in the file explorer.,https://github.com/Dyldog/file-explorer-markdown-titles
Telegram Sync,2361,Transfer messages and files from Telegram to Obsidian.,https://github.com/soberhacker/obsidian-telegram-sync
Korean Book Info Plugin,2345,Crawls Yes24 to get book information.,https://github.com/kmsk99/kr-book-info-plugin
Image Uploader,2339,Upload the image in your clipboard to any image hosting automatically when pasting.,https://github.com/Creling/obsidian-image-uploader
Dynamic Timetable,2338,Calculate the estimated time of completion from the estimated time of the task and dynamically create a timetable.,https://github.com/L7Cy/obsidian-dynamic-timetable
Kobo Highlights Importer,2325,Import highlights from Kobo devices.,https://github.com/OGKevin/obsidian-kobo-highlights-import
AnkiBridge,2315,Yet Another Anki Bridge. Focuses on a strict grammar and integrity of your data.,https://github.com/JeppeKlitgaard/ObsidianAnkiBridge
Stopwatch Plugin,2312,Display stopwatch on Obsidian!,https://github.com/tokuhirom/obsidian-stopwatch-plugin
Hints Flow,2307,Save data directly to Obsidian with specified template. Capture from Telegram WhatsApp Slack Email SMS Raycast and more.,https://github.com/slpbx/obsidian-plugin
Snippets plugin,2269,Execute simple scripts/snippets from Obsidian. This plugin is experimental.,https://github.com/cristianvasquez/obsidian-snippets-plugin
Vocabulary View,2268,Write down some words with their explanations and preview them in a vocabulary test style.,https://github.com/nnshi-s/obsidian-vocabulary-view-plugin
Writing,2264,Write and format your next book directly from Obsidian.,https://github.com/johackim/obsidian-writing
Link Archive,2257,Archive links in your note so they're available to you even if the original site goes down or gets removed.,https://github.com/tomzorz/obsidian-link-archive
Natural Language Syntax Highlighting,2254,Highlight adjectives nouns adverbs verbs and conjunctions in the editor.,https://github.com/artisticat1/nl-syntax-highlighting
Binary File Manager,2242,Detects new binary files in the vault and create Markdown files with metadata.,https://github.com/qawatake/obsidian-binary-file-manager-plugin
Marp Slides,2222,Create Marp presentations in Obsidian.,https://github.com/samuele-cozzi/obsidian-marp-slides
Garble Text,2222,Garbling text in Obsidian turns all content in the entire app (notes sidebar etc) into lines so you can take screenshots without exposing sensitive data.,https://github.com/kurakart/garble-text
Obsidian matrix,2209,Utility to easily create LaTeX matrices.,https://github.com/MohrJonas/obsidian-matrix
Floating Search,2208,Search text by using Obsidian default search view.,https://github.com/Quorafind/Obsidian-Float-Search
Local Quotes,2189,Collect your quotes from all over the vault and embed them in different locations and watch them refreshing in real-time.,https://github.com/sundevista/local-quotes
Ultimate Todoist Sync,2189,This is the best Todoist task synchronization plugin for Obsidian so far.,https://github.com/HeroBlackInk/ultimate-todoist-sync-for-obsidian
NoteTweet,2180,Post tweets from Obsidian.,https://github.com/chhoumann/notetweet_obsidian
Command Alias,2171,Gives aliases to Obsidian commands.,https://github.com/yajamon/obsidian-command-alias-plugin
Time Ruler,2125,A drag-and-drop time ruler combining the best of a task list and a calendar view (integrates with Tasks Full Calendar and Dataview).,https://github.com/joshuatazrein/obsidian-time-ruler
Adjacency Matrix Maker,2115,Create an interactive adjacency matrix of your vault.,https://github.com/SkepticMystic/adjacency-matrix-maker
Antidote Grammar Checker Integration,2103,Unofficial integration of Antidote a powerful English and French grammar checker.,https://github.com/Heziode/obsidian-antidote
Publish and GitHub URL,2090,Copy or open the URL of the corresponding note on your Publish site. You can also open its Git commit history on GitHub.,https://github.com/kometenstaub/copy-publish-url
Obsidian jTab,2090,Add guitar chords and tabs to your notes with jTab code blocks.,https://github.com/davfive/obsidian-jtab
Habit Calendar,2059,Monthly Habit Calendar for DataviewJS. This plugin helps you render a calendar inside DataviewJS code block showing your habit status within a month.,https://github.com/hedonihilist/obsidian-habit-calendar
Reset Font Size,2055,Adds button and command to reset the font size back to its default value.,https://github.com/luckman212/obsidian-reset-font-size
Dynamic Embed,2051,Embed snippets templates and any linkable by delegating the current scope to the embedded file treating it as content instead of a reference.,https://github.com/dabravin/obsidian-dynamic-embed
Snippet Commands,2039,Registers custom CSS snippets as commands (which you can bind hotkeys to).,https://github.com/deathau/snippet-commands-obsidian
Meeting notes,2036,Automatically create meeting notes in a specified folder.,https://github.com/TimHi/obsidian-meeting-notes
Reveal file in explorer,2036,Clicking header title reveal active file in explorer and (option) when opening file + option to fold other directories.,https://github.com/1C0D/Obsidian-Reveal-File-in-explorer
Colored Tags,2032,Colorizes tags in different colors. The color depends on the tag content. Colors of nested tags are mixed with parent tags. Text color contrast is automatically matched to comply with AA level WCAG 2.1.,https://github.com/pfrankov/obsidian-colored-tags
echarts,1992,Render echarts in Obsidian,https://github.com/cumany/obsidian-echarts
Day and Night,1980,Automatically toggle themes between day theme and night theme on a set time schedule.,https://github.com/CyberT17/obsidian-day-and-night
URI Commands,1979,Execute URIs from the Obsidian command palette.,https://github.com/kzhovn/uri-commands-obsidian
Pending notes,1969,Search links without notes in your vault.,https://github.com/ulisesantana/obsidian-pending-notes
Chessboard Viewer,1956,Render chess positions diagrams in note preview.,https://github.com/THeK3nger/obsidian-chessboard
Tressel Sync for Obsidian,1944,Official Tressel plugin to sync/export your tweets and threads into Obsidian,https://github.com/tresselteam/obsidian-tressel
HackerNews,1939,Periodically fetches and displays top stories from HackerNews.,https://github.com/arpitbbhayani/obsidian-hackernews
Awesome Image,1915,One-stop solution for image management and viewing.,https://github.com/AwesomeDog/obsidian-awesome-image
SamePage,1908,Official Obsidian client into the intra tool-for-thought protocol.,https://github.com/samepage-network/obsidian-samepage
MathLinks,1899,Render MathJax in your links.,https://github.com/zhaoshenzhai/obsidian-mathlinks
Limelight,1879,Spotlight your active pane.,https://github.com/smikula/obsidian-limelight
🪝 Grappling Hook,1876,Blazingly fast file switching to bookmarked files. For people for whom using the Quick Switcher still takes too much time.,https://github.com/chrisgrieser/grappling-hook
Temple,1869,Templating in Obsidian powered by Nunjucks.,https://github.com/garyng/obsidian-temple
Obsidian asciimath,1867,Add asciimath support for Obsidian.,https://github.com/widcardw/obsidian-asciimath
Improved VimCursor,1858,An improved experience with the cursor in Obsidian.,https://github.com/hhhapz/improved-obsidian-vimcursor
Mood Tracker,1856,Track your moods & emotions easily. Visualize tracked history and browse the past entries.,https://github.com/dartungar/obsidian-mood-tracker
OpenWeather,1847,Returns the current weather from OpenWeather in a configurable string format.,https://github.com/willasm/obsidian-open-weather
ObsidianTweaks,1843,Adds some convenient tweaks including improved toggling and ergonomic commands,https://github.com/JeppeKlitgaard/ObsidianTweaks
Sentence Navigator,1836,Manipulate sentences as a unit of movement.,https://github.com/timhor/obsidian-sentence-navigator
Power Search,1830,Searches notes based on current line,https://github.com/aviral-batra/obsidian-power-search
Colorful Note Borders,1821,Add customizable colorful borders to notes based on folder location or frontmatter metadata enhancing visual organization in Obsidian.,https://github.com/rusi/obsidian-colorful-note-borders
Party🎉,1806,An implementation of party.js for Obsidian. Create confetti sparkles and even custom effects in your notes!,https://github.com/shap-po/obsidian-party
Structured Plugin,1797,"Structured plugin. Create hierarchy in notes using "".""",https://github.com/dobrovolsky/obsidian-structure
Enhance Copy Note,1794,Augments native Obsidian note copying.,https://github.com/kzhovn/copy-command-obsidian
Typing Transformer,1789,Improved configurable auto formatting as typing.,https://github.com/aptend/typing-transformer-obsidian
Code Files,1786,Edit Code Files in Obsidian with VS Code's powerful Monaco Editor.,https://github.com/lukasbach/obsidian-code-files
Unicode Search,1777,Search and insert Unicode characters into your editor.,https://github.com/BambusControl/obsidian-unicode-search
Markbase for Obsidian,1763,Official Markbase plugin to share your Obsidian notes online in your own digital garden.,https://github.com/markbase-obsidian/obsidian-markbase
Sync Graph Settings,1744,Sync global graph settings (like color groups) to local graphs.,https://github.com/Xallt/sync-graph-settings
Keyshots,1730,Adds classic hotkey/shortcuts commands from popular IDEs like Visual Studio Code or JetBrains Family.,https://github.com/KrazyManJ/obsidian-keyshots
Embed Code File,1729,Embed code file from vault using code blocks.,https://github.com/almariah/embed-code-file
Linkify,1729,Converts matching text into links.,https://github.com/matthewhchan/linkify
Gemmy,1724,Obsidian Unhelper. 2023 April Fool's plugin brought to you by Obsidian.,https://github.com/ericaxu/gemmy
Pieces for Developers,1696,Streamline your coding workflow in Obsidian with the Pieces For Developers plugin offering powerful features for capturing managing translating and enhancing code snippets. (Closed Source),https://github.com/pieces-app/obsidian-pieces
Slide Note,1695,Conveniently take notes on PDF course slides :P,https://github.com/Phantom1003/obsidian-slide-note
Share as Gist,1690,Shares an Obsidian note as a GitHub.com Gist.,https://github.com/timrogers/obsidian-share-as-gist
Plugins Galore,1689,Easily sideload other plugins.,https://github.com/plugins-galore/obsidian-plugins-galore
Liquid Templates,1679,Create your templates with LiquidJS tags support.,https://github.com/oeN/liquid-template
YouHaveBeenStaring,1678,Tells you in the status bar for how long you've been staring at your Obsidian vault. Well - at least how long your vault is open.,https://github.com/fxal/obsidian-youhavebeenstaring-plugin
Metacopy & URL,1675,Copy the value of a frontmatter key and allows you to create link from it using various settings.,https://github.com/Lisandra-dev/obsidian-metacopy
Navigate Cursor History,1674,Remembers the recent cursor positions history and allows you to jump to them back and forth like VS Code.,https://github.com/heycalmdown/navigate-cursor-history
Control Characters,1672,Show control/non-printing characters in edit mode.,https://github.com/joethei/obsidian-control-characters
Read Later,1667,Synch web pages to Markdown and integrate with read-it-later apps (Pocket Instapaper).,https://github.com/Canna71/obsidian-readlater
Scroll Offset,1659,Preserve custom distances before or after cursor.,https://github.com/lijyze/scroll-offset
Markdown to Jira Converter,1656,Convert notes or selections to Jira markup and vice versa.,https://github.com/muckmuck96/obsidian-md-to-jira
Ordered List Style,1655,Set ordered list style inline. Alphabetic lists Roman numeral lists etc.,https://github.com/erykwalder/obsidian-list-style
Confluence Integration,1654,Publish markdown content from Obsidian to Atlassian Confluence. It supports some Obsidian markdown extensions for richer content.,https://github.com/markdown-confluence/obsidian-integration
Spoiler Block,1649,Hide information until you want to reveal it.,https://github.com/AllJavi/spoiler-block-obsidian
JavaScript Init,1646,Run JavaScript when Obsidian loads or any other time.,https://github.com/ryanpcmcquen/obsidian-javascript-init
Auto Template Trigger,1641,Automatically prompt for a template when creating a note.,https://github.com/numeroflip/obsidian-auto-template-prompt
Open In Other Editor,1635,Open current active file in gVim or VS Code.,https://github.com/yekingyan/obsidian-open-in-other-editor
Restore Tab Key,1623,Restore tab key behaviour: tab key inserts a tab the way it should be.,https://github.com/jrymk/restore-tab-key
Pseudocode,1618,Helps render LaTeX-style pseudocode inside a code block.,https://github.com/ytliu74/obsidian-pseudocode
Crossbow,1616,Find backlinks in your notes,https://github.com/shoedler/crossbow
PARA Shortcuts,1610,Serves useful commands to setup and manage your knowledge using the PARA method.,https://github.com/gOATiful/para-shortcuts
Duplicate Line,1605,To duplicate a line.,https://github.com/1C0D/duplicate-line-obsidian
Attachment Management,1599,Attachment management plugin to custom the attachment path and auto rename etc.,https://github.com/trganda/obsidian-attachment-management
ProgressBar,1596,Render CodeBlock into a ProgressBar based on Time or Manually.,https://github.com/zwpaper/obsidian-progressbar
Google Keep Import,1591,Allows import of Google Keep backup json files and their attachments. Can also be used to import other files.,https://github.com/daledesilva/obsidian_google-keep-import
Contacts,1590,Manage and organize contacts.,https://github.com/vbeskrovnov/obsidian-contacts
Sequence Hotkeys,1587,Set hotkeys with key sequences instead of a single chord.,https://github.com/moolmanruan/obsidian-sequence-hotkeys
Journal Review,1580,"Review your daily notes on their anniversaries like ""what happened today last year"".",https://github.com/Kageetai/obsidian-plugin-journal-review
Fuzzy Chinese Pinyin,1577,Provide the function of fuzzy search using Chinese Pinyin.,https://github.com/lazyloong/obsidian-fuzzy-chinese
Base Tag Renderer,1568,Renders the basename of tags in preview mode.,https://github.com/darrenkuro/obsidian-basetag
Weekly Review,1563,Opens all of the files you have created in the last week.,https://github.com/brandonkboswell/weekly-review
Spotlight,1543,Block that features random notes or block of a note from vault / in a specified project or with a certain combination of tags.,https://github.com/Darakah/obsidian-spotlight
AsciiDoc Blocks Plugin,1543,Render asciidoc blocks in Obsidian initially asciidoc tables.,https://github.com/juracy/obsidian-asciidoc-blocks
Prompt,1538,Show inspirational prompts from a prompt file in your vault.,https://github.com/hungsu/obsidian-prompt
JSONifier,1538,JSON.stringify() or JSON.parse() highlighted text and copy to clipboard.,https://github.com/KjellConnelly/obsidian-jsonifier
Gene 🧬,1529,Generate text using the OpenAI API.,https://github.com/MatissJurevics/Gene-AI
Awesome Reader,1527,Make Obsidian a proper Reader.,https://github.com/AwesomeDog/obsidian-awesome-reader
Hidden Folder,1525,Hidden Folder.,https://github.com/ptrsvltns/hidden-folder-obsidian
Copy Search URL,1515,Adds a button to the search view for copying the Obsidian search URL.,https://github.com/czottmann/obsidian-copy-search-url
Rapid Notes,1514,Create and place notes quickly in specific folders based on predefined prefixes.,https://github.com/valteriomon/obsidian-rapid-notes
Local File Interface,1512,Provides commands for moving files in and out of the vault,https://github.com/qawatake/obsidian-local-file-interface-plugin
Zen,1510,A focus mode Obsidian plugin.,https://github.com/Maxymillion/zen
